,Polarity,Subjectivity,TopWord,Word%,WordCount,WordOccurence
0,0.175,0.505,opcw,4.49438202247191,89.0,4.0
1,0.05219155844155845,0.3730790043290043,allies,2.4875621890547266,201.0,5.0
2,-0.009881887659665438,0.3457671957671958,syria,2.510460251046025,239.0,6.0
3,-0.040810276679841904,0.36070487483530955,syria,3.3333333333333335,180.0,6.0
4,0.021726190476190482,0.2714285714285714,syria,2.9787234042553195,235.0,7.0
5,-0.0006578947368421146,0.34868421052631576,chemical,3.5175879396984926,199.0,7.0
6,0.03768069727891156,0.2674000850340136,government,2.932551319648094,341.0,10.0
7,0.0062500000000000125,0.3020833333333333,attack,4.411764705882353,136.0,6.0
8,0.10633116883116883,0.30119047619047623,us,2.9850746268656714,67.0,2.0
9,-0.07404854669140382,0.3808994021851166,us,2.5936599423631126,347.0,9.0
10,0.014606524427952999,0.3462816944959802,international,2.564102564102564,468.0,12.0
11,-0.013446673999952698,0.3636192132093771,international,1.5267175572519083,393.0,6.0
12,0.09166666666666667,0.2916666666666667,syria,5.405405405405405,74.0,4.0
13,-0.028348214285714293,0.1484375,macron,3.7383177570093453,107.0,4.0
14,0.024772727272727273,0.19340909090909092,minister,3.896103896103896,77.0,3.0
15,-0.016666666666666666,0.03333333333333333,president,2.8169014084507045,71.0,2.0
16,0.065,0.325,peru,3.125,96.0,3.0
17,-0.103125,0.434375,syria,3.0303030303030303,99.0,3.0
18,0.1551948051948052,0.4006493506493506,erdogan,3.8834951456310676,103.0,4.0
19,-0.034523809523809526,0.2916666666666667,douma,4.545454545454546,88.0,4.0
